	item	cnt
3726	1561589810	1
3727	1561637505	1
3728	1561637688	1
3729	1561639257	1
3730	1561895008	1
3731	1562923617	2
3732	1563054426	1
3733	1563054442	1
3734	1563831546	1
3735	1563832038	1
3736	1563832607	1
3737	1564149099	1
3738	1564779173	1
3739	1565123395	1
3740	1565125614	1
3741	1565232747	1
3742	1565232925	1
3743	1565235592	1
3744	1565635094	1
3745	1565771400	1
3746	1565842561	1
3747	1565924916	1
3748	1566563739	1
3749	1566916208	1
3750	1567315003	1
3751	1567318584	1
3752	1568821794	1
3753	1568989369	1
3754	1569396094	1
3755	1569553696	1
3756	1569716153	1
3757	1569756457	1
3758	1569759251	1
3759	1570252211	1
3760	1570624267	1
3761	1571880224	1
3762	1571987029	1
3763	1572226978	1
3764	1572229446	1
3765	1572242523	1
3766	1572244488	1
3767	1572246022	1
3768	1572246286	1
3769	1572246901	1
3770	1572307811	1
3771	1572703032	1
3772	1572816872	1
3773	157322345X	1
3774	1573442437	1
3775	1574324772	1
3776	1574864025	1
3777	1575604434	1
3778	1576754928	1
3779	1576839338	1
3780	1577481437	1
3781	1577663683	1
3782	1578069610	1
3783	1578262372	1
3784	1579121306	1
3785	1579510361	1
3786	1579623867	1
3787	1579652344	1
3788	1579654363	1
3789	1579656234	1
3790	1579771114	1
3791	157990310X	1
3792	1580054846	1
3793	1580082688	1
3794	1580170234	2
3795	1580911935	1
3796	1581104448	1
3797	1581573340	1
3798	1581809190	1
3799	158240030X	1
3800	158240349X	1
3801	158240500X	1
3802	1582405336	1
3803	1582406480	1
3804	1582436320	1
3805	158255305X	1
3806	1582612706	1
3807	1582972893	1
3808	158297327X	1
3809	1582974896	1
3810	1583332499	1
3811	1584790873	1
3812	158479299X	1
3813	1584797215	1
3814	1584797959	1
3815	1584799919	1
3816	1585360260	1
3817	1585362131	1
3818	1585429333	1
3819	1585621536	1
3820	1585750050	1
3821	158617701X	1
3822	1586180010	1
3823	1586481231	1
3824	158713263X	1
3825	1587202166	1
3826	1588168360	1
3827	1589236017	1
3828	1589237005	1
3829	1589237021	1
3830	1589807715	1
3831	1589851633	1
3832	1589976762	1
3833	1589977394	1
3834	1589977769	1
3835	159030926X	1
3836	1590523261	1
3837	1590580893	1
3838	1590781996	1
3839	1590788362	1
3840	1590788370	1
3841	1590788397	1
3842	1591253195	1
3843	159126166X	1
3844	1591264839	1
3845	1591265029	1
3846	1591430593	1
3847	1591455243	1
3848	1591478057	1
3849	159160236X	1
3850	159174315X	1
3851	1591743532	1
3852	1591791693	1
3853	1591829577	1
3854	1591860474	1
3855	1591869072	1
3856	1592173721	1
3857	1592246001	1
3858	1592280315	1
3859	1592281400	1
3860	1592289045	1
3861	1592336825	1
3862	1592404049	1
3863	1592406971	1
3864	1592533256	1
3865	1592539866	1
3866	1592575625	1
3867	1592910629	1
3868	1592975038	1
3869	1593079532	1
3870	1593270356	1
3871	1593271441	1
3872	1593591861	1
3873	1593596839	1
3874	1593598769	1
3875	1593601115	1
3876	159363644X	1
3877	1593784031	1
3878	1594084726	1
3879	159441730X	1
3880	159448354X	1
3881	1594484392	1
3882	1594630003	1
3883	1594632626	1
3884	159471018X	1
3885	1594770220	1
3886	1594774250	1
3887	1594863601	1
3888	1595143270	2
3889	1595148507	1
3890	1595230432	1
3891	1595543635	1
3892	1595543716	1
3893	1595543724	1
3894	1595547061	1
3895	1595552685	1
3896	1595825134	1
3897	1595826742	1
3898	1595910549	1
3899	1596142936	1
3900	1596327545	1
3901	1596430087	1
3902	1596431857	1
3903	1596439378	1
3904	1596528249	1
3905	1596681772	1
3906	1596682329	1
3907	1596685484	1
3908	1596685506	1
3909	1596686359	1
3910	159668707X	1
3911	1596689765	1
3912	1596912936	1
3913	1597073792	1
3914	1597228672	1
3915	1597491098	1
3916	1597494313	1
3917	1597495573	1
3918	1597495921	2
3919	1597895148	1
3920	1598531077	1
3921	1598800566	1
3922	1599216140	1
3923	1599219093	1
3924	1599639424	1
3925	1599903059	1
3926	1599904527	1
3927	1599906333	1
3928	1599952025	1
3929	1599989778	1
3930	1600320147	1
3931	160032553X	1
3932	1600572057	1
3933	1600581919	1
3934	1600596649	1
3935	1600613055	1
3936	1600853706	1
3937	1600940102	1
3938	160094048X	1
3939	1601066902	1
3940	1601255470	1
3941	1601428421	1
3942	1601439598	1
3943	1602392242	1
3944	1602399670	1
3945	1602600155	1
3946	160260696X	1
3947	1602862508	1
3948	1602865264	1
3949	1603208429	1
3950	160320993X	1
3951	1603292624	1
3952	1603427244	1
3953	1603429905	1
3954	1603584676	1
3955	1603783245	1
3956	1604187743	1
3957	1604187859	1
3958	160433536X	1
3959	1604381817	1
3960	1604381922	1
3961	1604694998	1
3962	1604771720	1
3963	1605293296	1
3964	1605295507	1
3965	1605297828	1
3966	1605477281	1
3967	1605506249	1
3968	1605771392	1
3969	1605772232	1
3970	1606193201	1
3971	1606520369	1
3972	1606521705	1
3973	1606645471	1
3974	1606841351	1
3975	1606901001	1
3976	1606901893	1
3977	1606993763	1
3978	1607052547	1
3979	1607062658	1
3980	1607069466	1
3981	1607101785	1
3982	1607103184	1
3983	1607105551	2
3984	1607107309	1
3985	1607108895	1
3986	1607144719	1
3987	160755884X	1
3988	1607742861	1
3989	160774466X	1
3990	1607744724	1
3991	1607747227	1
3992	1607873745	1
3993	1608198065	1
3994	1608236323	1
3995	1608260054	1
3996	1608824942	1
3997	1608870081	1
3998	1608871223	1
3999	1608873447	1
4000	1608879070	1
4001	1608955125	1
4002	160898124X	1
4003	1609000285	1
4004	1609280156	1
4005	1609369289	1
4006	1609580427	1
4007	1609580834	1
4008	1609581830	1
4009	1609585356	1
4010	1609788915	1
4011	1609788931	1
4012	1609807154	1
4013	1610048695	1
4014	1610350189	1
4015	1610464885	1
4016	1611062381	1
4017	1611097452	1
4018	1611097517	1
4019	1611450152	1
4020	1611684269	1
4021	1611720273	1
4022	1611800579	1
4023	1611801214	1
4024	161218152X	1
4025	1612182593	1
4026	1612186033	1
4027	1612431631	1
4028	1612432964	1
4029	1612961991	1
4030	1613250452	1
4031	161374028X	1
4032	1613757409	1
4033	1613823487	1
4034	1615730990	1
4035	1615990259	1
4036	1616201223	1
4037	1616202564	2
4038	161626036X	1
4039	1616267267	1
4040	1616286083	1
4041	1616550414	3
4042	1616551828	1
4043	1616553286	1
4044	1616610603	1
4045	1616616598	1
4046	1616616741	1
4047	1616770791	1
4048	1616770805	1
4049	1616771399	1
4050	1616776218	1
4051	1616776226	1
4052	1616776242	1
4053	1616776269	1
4054	1616951257	1
4055	1616955600	1
4056	1617290394	1
4057	1617730157	1
4058	1618431986	1
4059	1618658859	1
4060	1619610000	1
4061	1619889080	1
4062	1620075458	1
4063	1620077116	1
4064	1620079763	1
4065	1620152126	1
4066	1620331403	1
4067	1620338866	1
4068	1620406594	1
4069	1620917645	1
4070	1620917866	1
4071	1620921871	1
4072	1621450015	1
4073	1621570258	1
4074	1621573451	1
4075	1621574512	1
4076	1622037901	1
4077	1622662687	1
4078	1623151457	1
4079	1623153883	1
4080	1623156424	1
4081	162315670X	1
4082	1623156904	1
4083	1623221501	1
4084	1623363586	2
4085	1623366321	1
4086	1623366704	2
4087	1624140971	1
4088	162414098X	1
4089	1625232365	1
4090	1626192235	1
4091	1626360669	1
4092	1626365334	1
4093	1626861749	1
4094	1626865833	1
4095	1626867593	1
4096	1627223630	1
4097	1628090367	1
4098	1628105550	1
4099	1628366273	1
4100	1628726504	1
4101	1629057622	1
4102	1629114952	1
4103	162955104X	2
4104	1629551058	1
4105	1629722316	1
4106	1629798428	1
4107	1629982423	1
4108	1629990787	1
4109	1630221155	1
4110	1630222232	1
4111	1630222259	1
4112	1630222275	1
4113	1630228982	1
4114	1631210211	1
4115	1631409395	1
4116	1631420046	1
4117	163142033X	1
4118	1631421301	1
4119	1631421905	1
4120	1631877909	1
4121	1631878077	1
4122	1631878603	1
4123	163187876X	1
4124	1632150190	1
4125	1632159031	1
4126	1632170833	1
4127	1632914654	1
4128	1633261298	1
4129	1634093216	1
4130	1635010896	1
4131	1635011094	1
4132	1635300061	1
4133	1635300118	1
4134	1635300282	1
4135	1635615372	2
4136	1680229893	1
4137	1680510207	1
4138	1680671596	1
4139	1681853175	1
4140	1681854473	1
4141	1681855747	1
4142	1681857537	1
4143	1681982781	1
4144	1682091449	1
4145	1682135772	1
4146	168230468X	1
4147	1682520854	1
4148	1682813517	1
4149	1683307569	1
4150	1683681258	1
4151	1719354715	1
4152	1740597109	1
4153	1741040051	1
4154	1741041236	1
4155	1741047021	1
4156	1741794706	1
4157	1741797101	1
4158	1741797314	1
4159	1741798108	1
4160	1741799236	1
4161	1741799953	1
4162	174179997X	1
4163	174220466X	1
4164	1742205615	1
4165	1742207340	1
4166	1742207413	1
4167	1742570690	1
4168	1743218567	2
4169	1743601646	1
4170	1743606966	1
4171	1770851712	1
4172	1780550774	1
4173	1781080968	1
4174	1781166536	1
4175	1781320772	1
4176	1781573611	1
4177	1781761973	1
4178	1783280417	1
4179	1783299967	1
4180	1785770527	1
4181	1786030683	1
4182	1786577593	1
4183	1786630141	1
4184	1840461217	1
4185	1840465859	1
4186	1841768502	1
4187	1844137872	1
4188	1844160734	1
4189	1844819809	1
4190	184484904X	1
4191	1846668522	1
4192	1848584229	1
4193	1849680604	1
4194	1852401087	1
4195	1855755807	1
4196	1860743838	1
4197	1874367094	1
4198	1878087088	1
4199	1878087282	1
4200	187823983X	1
4201	1878424319	1
4202	1878740180	1
4203	1879535203	1
4204	1880673134	1
4205	1882290127	1
4206	1883010217	1
4207	1884737714	1
4208	1885221940	1
4209	188546438X	1
4210	1886978042	1
4211	1887089462	1
4212	1888344105	1
4213	1888344121	1
4214	1890774189	1
4215	1890774510	1
4216	1890948209	1
4217	1891105302	1
4218	189110554X	1
4219	1891448412	1
4220	1891627317	1
4221	1891868276	1
4222	1892069164	1
4223	1893487008	1
4224	1893726002	1
4225	189383106X	1
4226	1895569818	1
4227	1896350542	1
4228	1897562853	1
4229	190216380X	1
4230	1905108176	1
4231	1905574002	1
4232	1905586507	1
4233	190558654X	1
4234	1905586574	1
4235	1905586655	1
4236	1905586701	1
4237	1907809007	1
4238	1908172983	1
4239	1908707461	1
4240	1909313033	1
4241	1910561339	1
4242	1910751472	1
4243	1911015222	1
4244	1911171054	1
4245	1925225445	1
4246	1925342956	1
4247	1925711145	1
4248	1926778103	1
4249	1927423171	1
4250	1927835135	1
4251	1927870275	1
4252	1928896642	1
4253	1929031009	1
4254	1929065248	1
4255	1929774540	1
4256	193049114X	1
4257	1931282676	1
4258	1931549206	1
4259	1931832811	1
4260	1932188126	1
4261	1932289712	1
4262	1932907165	1
4263	1933054395	1
4264	1933107987	1
4265	1933241004	2
4266	1933241020	1
4267	1933241055	1
4268	1933241276	1
4269	1933241373	2
4270	1933338091	1
4271	1933339268	1
4272	1933665440	1
4273	193377147X	1
4274	1933919027	1
4275	1934031739	1
4276	193421759X	1
4277	1934395668	1
4278	1934506192	1
4279	1934506494	1
4280	1934519006	1
4281	1934572187	1
4282	1934706442	1
4283	1934770132	2
4284	1934770825	1
4285	1934770957	1
4286	1934861782	1
4287	193496851X	1
4288	1935462830	1
4289	1935597485	1
4290	1935670913	1
4291	1935712241	1
4292	1935800582	1
4293	1935879995	1
4294	1935955950	1
4295	193600335X	1
4296	1936010054	1
4297	193603459X	1
4298	1936112264	1
4299	1936120917	1
4300	1936140888	1
4301	1936460149	1
4302	1936460610	1
4303	1936488604	1
4304	1936493837	1
4305	1936608472	1
4306	1936661381	1
4307	1936661969	1
4308	1936806002	1
4309	1936976234	1
4310	1937006344	1
4311	1937068811	1
4312	1937484467	1
4313	1937538362	1
4314	1937546098	1
4315	1937629325	1
4316	1937666042	2
4317	1937715809	1
4318	1937786056	1
4319	1937809293	1
4320	1937913694	1
4321	1937994465	1
4322	193871217X	1
4323	1938983289	1
4324	1939276012	1
4325	1939380383	1
4326	1939416248	1
4327	1939683130	1
4328	1939683297	1
4329	1939683777	1
4330	1939791073	1
4331	1940270154	1
4332	1940364132	1
4333	1940492009	1
4334	1940801370	1
4335	194095102X	1
4336	1941020003	1
4337	194108222X	1
4338	1941325122	2
4339	1941367003	1
4340	1941393411	1
4341	1941539343	1
4342	1942085168	1
4343	1942411901	1
4344	194249002X	1
4345	1942600097	1
4346	1942664338	1
4347	1942798059	1
4348	1942899394	1
4349	1943591024	1
4350	1943806101	1
4351	1944027041	1
4352	1944257055	1
4353	1944575359	1
4354	1944713077	1
4355	1945006552	1
4356	1945888415	1
4357	1946546054	1
4358	1975987918	1
4359	1976001293	1
4360	1979172846	1
4361	1979173540	1
4362	1981433236	1
4363	1983509388	1
4364	198368127X	1
4365	198537756X	1
4366	1987942043	1
4367	1987987071	1
4368	1987987403	1
4369	1987987608	1
4370	2253195103	2
4371	2352500109	1
4372	2764323085	1
4373	3442478952	1
4374	3836508761	1
4375	3869930799	1
4376	4774307629	1
4377	4805311444	1
4378	4805312130	1
4379	481088449X	1
4380	5555435266	1
4381	6073116446	1
4382	6077547328	4
4383	7208061645	1
4384	7800804909	1
4385	8183222609	1
4386	8183223273	1
4387	8184776217	7
4388	8424159535	1
4389	8427200005	1
4390	8427201184	1
4391	8494444646	1
4392	859037985X	1
4393	8854405876	1
4394	8968330808	1
4395	9056916335	1
4396	9385436600	1
4397	9500726858	1
4398	9657641160	1
4399	981073235X	2
4400	9882155456	1
4401	9889979942	1
4402	9997512359	1
4403	B00000DMAD	1
4404	B00000DMDJ	1
4405	B00000DMF5	1
4406	B00000IRMM	1
4407	B00000IS02	1
4408	B00000IT32	1
4409	B00000IURU	1
4410	B00000IVAK	1
4411	B00000IVZJ	2
4412	B00000IWDR	1
4413	B00000IWGQ	1
4414	B00000IZQP	1
4415	B00000J0JF	1
4416	B00000J0S3	2
4417	B00000JBMZ	1
4418	B00000JIVS	2
4419	B00000JL60	2
4420	B00000JL6V	1
4421	B00000K4M6	1
4422	B00001TOXD	1
4423	B00001ZWOD	1
4424	B00001ZWV7	1
4425	B000028U2F	1
4426	B00002EPYE	1
4427	B00002EQAF	1
4428	B00002ST75	1
4429	B00002STA0	1
4430	B00002STXN	1
4431	B00002SVG0	2
4432	B00002SVP3	1
4433	B000034DC2	1
4434	B000035XJM	1
4435	B000038A8C	1
4436	B00003G1U2	1
4437	B00003G4JR	1
4438	B00003GPDU	1
4439	B00003OTI3	1
4440	B000047GEI	1
4441	B00004C8S0	1
4442	B00004NKIQ	1
4443	B00004R7OJ	1
4444	B00004SVNL	1
4445	B00004SVXA	1
4446	B00004T11T	1
4447	B00004TBLW	1
4448	B00004TDLD	1
4449	B00004TFT1	2
4450	B00004TFXQ	1
4451	B00004TJE5	1
4452	B00004U3EQ	1
4453	B00004UBH3	1
4454	B00004UFOO	2
4455	B00004WKR8	1
4456	B00004YO0Y	3
4457	B00004ZBR0	1
4458	B0000520K9	1
4459	B0000524PQ	1
4460	B00005AW20	1
4461	B00005B5T2	1
4462	B00005B8G1	1
4463	B00005BLMC	1
4464	B00005BX7K	1
4465	B00005BZM6	1
4466	B00005C7QT	1
4467	B00005CA7S	1
4468	B00005CFA0	1
4469	B00005KBVD	1
4470	B00005KJIQ	1
4471	B00005LIND	1
4472	B00005LOZU	1
4473	B00005ME6N	1
4474	B00005N9DZ	1
4475	B00005NCCA	1
4476	B00005NCCW	1
4477	B00005NZ0H	1
4478	B00005NZ1G	1
4479	B00005OUK8	1
4480	B00005QIQR	1
4481	B00005R2GS	1
4482	B00005TNI6	1
4483	B00005TQI7	2
4484	B00005UK88	1
4485	B00005V5MZ	1
4486	B00006408Q	2
4487	B0000640A2	1
4488	B00006471Z	1
4489	B0000658L4	1
4490	B0000663R6	1
4491	B000066665	1
4492	B000066JRJ	1
4493	B000067DPM	1
4494	B000067FDY	1
4495	B000067NXE	1
4496	B0000683A4	1
4497	B000068E6D	1
4498	B000069BCW	1
4499	B00006CRVB	1
4500	B00006IL3C	2
4501	B00006JL1P	1
4502	B00006JLQ0	1
4503	B00006LEMA	1
4504	B00006XXGO	2
4505	B000071K5K	2
4506	B00007E1M2	1
4507	B00007E9B3	1
4508	B00007GDDD	1
4509	B00007KQC4	1
4510	B000083JTP	1
4511	B000084JMG	1
4512	B0000859TO	1
4513	B0000868IP	1
4514	B00008BFYG	1
4515	B00008IOI3	1
4516	B00008KTSP	1
4517	B00008URUA	1
4518	B000094P59	1
4519	B000095ZH2	1
4520	B000096QDL	1
4521	B000099T1Y	1
4522	B00009KWZ4	1
4523	B00009M6SK	1
4524	B00009M986	1
4525	B00009OY9U	1
4526	B00009V3KM	1
4527	B00009W5WB	1
4528	B00009WAUD	1
4529	B00009WAUK	1
4530	B00009WAVD	1
4531	B00009XNSU	1
4532	B00009ZM7Z	1
4533	B0000A09EL	1
4534	B0000A1VER	1
4535	B0000A6XS9	1
4536	B0000AFSX4	1
4537	B0000AI1KL	1
4538	B0000AJ09L	1
4539	B0000ANHT7	2
4540	B0000AOE9K	1
4541	B0000AS5RQ	1
4542	B0000AT105	1
4543	B0000B0MNH	1
4544	B0000C7GHG	1
4545	B0000CA2P9	1
4546	B0000CGB68	1
4547	B0000DD1QO	1
4548	B0000DD1QR	1
4549	B0000DFZ0A	1
4550	B0000DYXQZ	1
4551	B0000DZFXZ	1
4552	B0000TA6IM	1
4553	B0000TW41Y	2
4554	B0000TW8UG	1
4555	B0000TXDZA	1
4556	B0000WKSWI	1
4557	B0000WR6W8	1
4558	B0000YX274	1
4559	B0000ZE858	1
4560	B00011ESF6	1
4561	B000189K2U	1
4562	B00018C91E	1
4563	B000197NXM	1
4564	B00019HNNC	1
4565	B00019PDCA	1
4566	B0001AGYGI	1
4567	B0001AO01Y	1
4568	B0001F7IX6	1
4569	B0001I9YGC	1
4570	B0001NEAB6	1
4571	B0001W0E8A	1
4572	B0001WB4PM	1
4573	B0001WGIKS	1
4574	B0001YNLLK	1
4575	B0001YRCVK	1
4576	B0001YSBUG	2
4577	B00020LZAW	1
4578	B00021KBKG	1
4579	B00021Z2FU	1
4580	B000231FSQ	1
4581	B00023K8NO	1
4582	B00023XXMC	1
4583	B000246L8E	1
4584	B00024BM6A	1
4585	B00024WBME	1
4586	B00026FUTS	1
4587	B00026SHRK	1
4588	B0002719LK	1
4589	B00028S9OY	1
4590	B00029QOQS	3
4591	B0002AHR04	1
4592	B0002CTTR6	1
4593	B0002EB5SA	1
4594	B0002FHJ66	1
4595	B0002FQCB4	1
4596	B0002GS4XC	1
4597	B0002GTFJE	1
4598	B0002GTFJO	1
4599	B0002H4W0K	1
4600	B0002H7AIG	1
4601	B0002ILS1A	1
4602	B0002ILSGA	1
4603	B0002IQOOQ	1
4604	B0002L4KA8	1
4605	B0002L5BS8	1
4606	B0002LMRIK	1
4607	B0002M34U4	1
4608	B0002MAYV6	1
4609	B0002MFOYS	2
4610	B0002MFPCO	1
4611	B0002NYVV4	1
4612	B0002NZ87U	1
4613	B0002NZ898	1
4614	B0002PNJWE	1
4615	B0002PNK9Q	1
4616	B0002PQ7Z0	1
4617	B0002Q2PCI	1
4618	B0002QTQA2	1
4619	B0002QVCYU	1
4620	B0002TOZ1E	1
4621	B0002TOZ1Y	1
4622	B0002UP008	1
4623	B0002VG510	1
4624	B0002VYQPM	1
4625	B0002X3APM	1
4626	B0002XSXWW	2
4627	B0002Y0QXA	1
4628	B0002YRJ62	1
4629	B0002YRNJK	1
4630	B0002YRNWM	1
4631	B000300HJQ	1
4632	B00030A5CK	1
4633	B00061H196	1
4634	B00061HJP2	1
4635	B000621T20	1
4636	B00063BLG8	1
4637	B00064UTAQ	1
4638	B00064XG3I	1
4639	B00065X222	1
4640	B00067TA2Q	1
4641	B00068O278	1
4642	B00068WIME	1
4643	B00069PDYI	1
4644	B00069PFKK	1
4645	B00069POZQ	1
4646	B0006A0LDU	1
4647	B0006AAS5G	1
4648	B0006B2Q50	1
4649	B0006DQ2IK	1
4650	B0006EVIKG	1
4651	B0006FLBSO	1
4652	B0006GZ1WU	1
4653	B0006GZ2HE	1
4654	B0006H8KMM	1
4655	B0006IDLRA	1
4656	B0006MY4EU	1
4657	B0006O7P0S	1
4658	B0006O83S6	1
4659	B0006O95Z6	1
4660	B0006TNCIW	1
4661	B0006U68Z0	1
4662	B0006U695E	1
4663	B0006UD6PK	1
4664	B0006UD73G	1
4665	B0006VORDY	1
4666	B0006Z3HMW	1
4667	B0006ZJPFK	1
4668	B00074H6WO	1
4669	B00074H72I	1
4670	B00074H8BI	1
4671	B00074T848	1
4672	B00076ZDLI	1
4673	B00076ZDQ8	1
4674	B00077VDS4	1
4675	B000783QR4	1
4676	B00078ZTLU	2
4677	B0007D4MVI	2
4678	B0007D66P8	1
4679	B0007IN192	1
4680	B0007IS74G	2
4681	B0007KPP7G	1
4682	B0007KPPAS	1
4683	B0007KTBG2	1
4684	B0007L8GPI	1
4685	B0007LMGAY	1
4686	B0007MZV3C	1
4687	B0007NUGCC	1
4688	B0007ODNDA	1
4689	B0007P9554	1
4690	B0007PN9XI	1
4691	B0007R4J30	1
4692	B0007RALHS	1
4693	B0007REA0C	1
4694	B0007UDXSE	1
4695	B0007UDYTW	1
4696	B0007UM6BE	1
4697	B0007USMFS	3
4698	B0007VHXM0	1
4699	B0007VSLK8	1
4700	B0007W2FLI	1
4701	B0007X9F74	1
4702	B0007YR980	3
4703	B0007YVUVC	1
4704	B0007YXRVI	2
4705	B0007ZGZWU	1
4706	B0007ZGZY8	1
4707	B0007ZSHOO	1
4708	B00083HOXA	1
4709	B0008EO5AE	1
4710	B0008EOF0Y	4
4711	B0008FUBSI	1
4712	B0008FUD04	1
4713	B00091SSU4	3
4714	B0009352O2	1
4715	B000936JJY	1
4716	B00095M5DQ	1
4717	B00099YJJK	1
4718	B00099YK08	1
4719	B0009C625G	1
4720	B0009F4YRG	1
4721	B0009GC7UQ	1
4722	B0009GCSCS	1
4723	B0009HFOO6	1
4724	B0009I36O0	1
4725	B0009ILFIE	1
4726	B0009JB4IY	1
4727	B0009JQ99I	2
4728	B0009JRF5A	1
4729	B0009K3116	2
4730	B0009KF4GG	2
4731	B0009MZUWC	1
4732	B0009MZXG0	1
4733	B0009MZYEQ	1
4734	B0009PAN1M	1
4735	B0009PUR4A	1
4736	B0009PUR86	1
4737	B0009PUTIE	1
4738	B0009QRRUG	1
4739	B0009R1T04	1
4740	B0009R96YK	1
4741	B0009S6TJY	1
4742	B0009SDYK6	1
4743	B0009T2CIA	1
4744	B0009UL0RS	1
4745	B0009UXH7E	1
4746	B0009UXH8S	1
4747	B0009V1BDA	1
4748	B0009V1WO8	1
4749	B0009VC8AU	1
4750	B0009VC9Z4	1
4751	B0009VXBAQ	2
4752	B0009W22QE	1
4753	B0009XBUUC	1
4754	B0009XBY1W	1
4755	B0009XH68C	1
4756	B0009YYSYQ	1
4757	B0009Z3J6S	1
4758	B0009Z3MHO	1
4759	B000A0IBV0	1
4760	B000A0YPPQ	1
4761	B000A1GVMA	1
4762	B000A1GVOI	1
4763	B000A2R54M	2
4764	B000A3I9YQ	2
4765	B000A3IA0Y	1
4766	B000A3ON78	1
4767	B000A4RZC2	1
4768	B000A68EAW	1
4769	B000A6QIMS	1
4770	B000A794KU	1
4771	B000A83T6O	1
4772	B000A8BTW0	1
4773	B000A8C5QE	1
4774	B000AA9682	1
4775	B000AFBZEK	1
4776	B000AFRUXU	1
4777	B000AGYEPG	1
4778	B000AKVIQU	1
4779	B000ANHLVI	1
4780	B000AOHV9E	1
4781	B000AQVSA0	1
4782	B000ARPN4G	1
4783	B000ARTQGC	1
4784	B000AY0HTU	1
4785	B000AY3I46	1
4786	B000AYTYLW	1
4787	B000AYW0OU	1
4788	B000B2MMDA	1
4789	B000B545EG	1
4790	B000B6ACGA	1
4791	B000B6LEMQ	1
4792	B000B6MLQE	1
4793	B000B6MLUA	2
4794	B000B6MLV4	1
4795	B000B6TMFW	1
4796	B000B76X12	1
4797	B000B8J7JQ	1
4798	B000B8J7K0	1
4799	B000B920UI	1
4800	B000B9NDKE	1
4801	B000B9RI14	1
4802	B000BB4N92	1
4803	B000BB9FOK	1
4804	B000BBU0KS	1
4805	B000BFICX6	1
4806	B000BI3R6A	1
4807	B000BI4GP6	1
4808	B000BITRRS	1
4809	B000BIZR72	1
4810	B000BJ0GMW	1
4811	B000BJ7WHE	2
4812	B000BJSTEE	1
4813	B000BK3QNC	1
4814	B000BKD2P4	2
4815	B000BKDUHY	1
4816	B000BKUHTS	1
4817	B000BLJ84C	1
4818	B000BMYWYM	1
4819	B000BN8Y8G	1
4820	B000BNB1B8	1
4821	B000BNY99E	1
4822	B000BNYBD8	1
4823	B000BNYYAS	1
4824	B000BO4M4K	1
4825	B000BO8DL8	1
4826	B000BPJVGS	2
4827	B000BQK5SU	1
4828	B000BQNBXQ	1
4829	B000BQSKFU	1
4830	B000BQT3VK	1
4831	B000BQW574	1
4832	B000BR0ORG	1
4833	B000BRESQY	1
4834	B000BRRMDK	1
4835	B000BRSMMK	1
4836	B000BS02LI	1
4837	B000BS0DEY	1
4838	B000BS0IGW	1
4839	B000BTNQVA	1
4840	B000BTRQF2	1
4841	B000BTSVRO	1
4842	B000BTWC8S	1
4843	B000BVDEZG	1
4844	B000BVXDZM	1
4845	B000BVYQ9O	1
4846	B000BW3BWQ	2
4847	B000BWLW68	1
4848	B000BXHO6O	1
4849	B000BXHOYQ	2
4850	B000BXKMHC	1
4851	B000BXKS76	1
4852	B000BY0OBU	1
4853	B000BY3TKS	1
4854	B000BZ98GQ	1
4855	B000C0KN96	1
4856	B000C12A78	1
4857	B000C15HS2	1
4858	B000C15O26	1
4859	B000C17HKS	1
4860	B000C17QY0	1
4861	B000C192KG	1
4862	B000C1VJT8	1
4863	B000C1ZYXA	1
4864	B000C41UDA	1
4865	B000C4SQ46	1
4866	B000C8879G	1
4867	B000CBCVFE	1
4868	B000CBSNRY	1
4869	B000CCZU1K	1
4870	B000CGPX9K	1
4871	B000CIS34U	1
4872	B000CNFAAK	1
4873	B000CONAWE	1
4874	B000CPGYTY	1
4875	B000CQOZ0S	1
4876	B000CSKOUQ	1
4877	B000DZEL7A	2
4878	B000DZZFD4	1
4879	B000E0ZONE	1
4880	B000E130FW	1
4881	B000E2D3LC	1
4882	B000E39U40	1
4883	B000E5BD7K	1
4884	B000E648IU	1
4885	B000EANUO4	1
4886	B000EBZ0PA	1
4887	B000ECX0GU	1
4888	B000ECXZHE	1
4889	B000EDKSEG	1
4890	B000EDMSEE	1
4891	B000EDQGLK	1
4892	B000EFAO0M	1
4893	B000EGIDPE	1
4894	B000EGOGAA	1
4895	B000EHUYP0	1
4896	B000EI0VVG	1
4897	B000EI547M	1
4898	B000EI91X0	1
4899	B000EJEOX6	1
4900	B000EJVYUM	1
4901	B000ELT038	1
4902	B000ELUXFC	1
4903	B000EN5HVU	1
4904	B000ENMN4E	1
4905	B000ENN5RI	1
4906	B000EP3ZLC	1
4907	B000EPO0LG	1
4908	B000EPP6UA	1
4909	B000EQHJNG	1
4910	B000ERVLSE	1
4911	B000ERVMI8	2
4912	B000ESWFA6	1
4913	B000ETYF30	1
4914	B000EUD472	2
4915	B000EULX8E	1
4916	B000EULXG6	1
4917	B000EULZDM	1
4918	B000EVLUB8	1
4919	B000EXPN82	1
4920	B000EYBKSS	1
4921	B000EYF5IO	1
4922	B000EYF6TM	1
4923	B000EYKYB2	2
4924	B000EYYPPI	1
4925	B000EZWGYO	1
4926	B000EZWPMC	1
4927	B000F1DVSW	1
4928	B000F1KNKQ	1
4929	B000F34ZKS	1
4930	B000F3AADE	1
4931	B000F4CVKI	1
4932	B000F5IHZ0	1
4933	B000F676D8	1
4934	B000F7Z0KI	1
4935	B000F8T4L8	1
4936	B000F8VBBO	1
4937	B000F8XIBA	1
